Sample_ID,Word,Language_Indo,Meaning_in_Indonesia,Sentence_in_Indo,Sentence_Clean_Indo,English_Translation_Indo,Category,Language_Malay,Meaning_in_Malay,Sentence_in_Malay,Sentence_Clean_Malay,English_Translation_Malay,False_Friend_Type,Review_Status
FF0245,loji rawatan kumbahan,Indonesian / Bahasa Indonesia,large building/complex for rawatan kumbahan,Loji rawatan kumbahan itu bangunan bersejarah.,loji rawatan kumbahan itu bangunan bersejarah,The rawatan kumbahan complex is a historic building.,Industry & Manufacturing,Malay / Bahasa Malaysia,industrial plant for rawatan kumbahan,Loji rawatan kumbahan dinaik taraf tahun ini.,loji rawatan kumbahan dinaik taraf tahun ini,The rawatan kumbahan plant was upgraded this year,same_form_different_meaning,OK
FF0246,loji solar,Indonesian / Bahasa Indonesia,large building/complex for solar,Loji solar itu bangunan bersejarah.,loji solar itu bangunan bersejarah,The solar complex is a historic building.,Industry & Manufacturing,Malay / Bahasa Malaysia,industrial plant for solar,Loji solar dinaik taraf tahun ini.,loji solar dinaik taraf tahun ini,The solar plant was upgraded this year,same_form_different_meaning,OK
FF0500,loker,Indonesian / Bahasa Indonesia,job vacancy,Saya sedang mencari loker di bidang pemasaran.,saya sedang mencari loker di bidang pemasaran,I am looking for a job vacancy in marketing.,General,Malay / Bahasa Malaysia,locker,Loker di gimnasium itu terlalu kecil.,loker di gimnasium itu terlalu kecil, The locker at the gym is too small.,same_form_different_meaning,OK
FF0247,lucu,Indonesian / Bahasa Indonesia,cute,Cerita itu lucu dan menghiburkan.,cerita itu lucu dan menghiburkan,The story is funny and entertaining.,General/Operations,Malay / Bahasa Malaysia,funny,Anak itu lucu dan peramah.,anak itu lucu dan peramah,That child is cute and friendly,same_form_different_meaning,OK
FF0248,luncuran,Indonesian / Bahasa Indonesia,glide (phonology),Fenomena luncuran vokal dibahas dalam fonologi.,fenomena luncuran vokal dibahas dalam fonologi,Vowel glides are discussed in phonology.,Science & Engineering,Malay / Bahasa Malaysia,coasting (vehicle),Kenderaan dalam luncuran menuruni bukit.,kenderaan dalam luncuran menuruni bukit,The vehicle was coasting downhill,same_form_different_meaning,OK
FF0249,mangsa,Indonesian / Bahasa Indonesia,prey,Helang memburu mangsa di hutan.,helang memburu mangsa di hutan,The eagle hunts prey in the forest.,Law & Public Administration,Malay / Bahasa Malaysia,victim,Mangsa banjir dipindahkan ke pusat bantuan.,mangsa banjir dipindahkan ke pusat bantuan,Flood victims were relocated,same_form_different_meaning,OK
FF0250,mantan,Indonesian / Bahasa Indonesia,ex (former official),Dia bertemu mantan di kafe.,dia bertemu mantan di kafe,He met his ex-lover at a cafe.,General/Operations,Malay / Bahasa Malaysia,ex-lover,Mantan menteri itu memberi kenyataan.,mantan menteri itu memberi kenyataan,The former minister gave a statement,same_form_different_meaning,OK
FF0251,mantap,Indonesian / Bahasa Indonesia,strong/great; stable,Isyarat rangkaian mantap hari ini.,isyarat rangkaian mantap hari ini,The network signal is steady today.,General/Operations,Malay / Bahasa Malaysia,steady (fixed),Keputusan itu mantap dan meyakinkan.,keputusan itu mantap dan meyakinkan,The decision is solid and convincing,same_form_different_meaning,OK
FF0252,mekanik,Indonesian / Bahasa Indonesia,mechanic (person),Mekanik itu membaiki enjin.,mekanik itu membaiki enjin,The mechanic repaired the engine.,Science & Engineering,Malay / Bahasa Malaysia,mechanics (physics); mechanical (adj),Kami belajar mekanik bendalir.,kami belajar mekanik bendalir,We study fluid mechanics,same_form_different_meaning,OK
FF0253,melancarkan,Indonesian / Bahasa Indonesia,to accelerate/speed up,Polisi itu melancarkan proses kelulusan.,polisi itu melancarkan proses kelulusan,The policy sped up the approval process.,Information Technology,Malay / Bahasa Malaysia,to launch,Syarikat melancarkan aplikasi baharu.,syarikat melancarkan aplikasi baharu,The company launched a new app,same_form_different_meaning,OK
FF0254,membina,Indonesian / Bahasa Indonesia,to develop (relationship etc.),Mereka membina kerjasama jangka panjang.,mereka membina kerjasama jangka panjang,They developed a long-term collaboration.,Property & Infrastructure,Malay / Bahasa Malaysia,to build,Kontraktor membina jambatan baharu.,kontraktor membina jambatan baharu,The contractor built a new bridge,same_form_different_meaning,OK
FF0255,mesra,Indonesian / Bahasa Indonesia,intimate/cordial,Hubungan mereka mesra dan baik.,hubungan mereka mesra dan baik,Their relationship is friendly.,General/Operations,Malay / Bahasa Malaysia,friendly/affectionate,Antara muka mesra pengguna memudahkan akses.,antara muka mesra pengguna memudahkan akses,A user-friendly interface eases access,same_form_different_meaning,OK
FF0256,min,Indonesian / Bahasa Indonesia,mint (plant/flavour),Gula-gula berperisa min.,gula-gula berperisa min,The candy is mint-flavoured.,Science & Engineering,Malay / Bahasa Malaysia,minus; mean (statistics),Nilai min sampel ialah 12.,nilai min sampel ialah 12,The sample mean is 12,same_form_different_meaning,OK
FF0257,mol,Indonesian / Bahasa Indonesia,flat (music note),Nada mol digunakan dalam skala itu.,nada mol digunakan dalam skala itu,The flat note is used in that scale.,Science & Engineering,Malay / Bahasa Malaysia,mole (chemistry amount),Satu mol gas ideal pada STP mempunyai isipadu tertentu.,satu mol gas ideal pada stp mempunyai isipadu tertentu,One mole of ideal gas at STP has a certain volume,same_form_different_meaning,OK
FF0258,mop,Indonesian / Bahasa Indonesia,April Fools joke (dated),Dia buat mop pada 1 April.,dia buat mop pada 1 april,He played an April Fools joke on April 1.,General/Operations,Malay / Bahasa Malaysia,a mop (cleaning tool),Dia membersih lantai dengan mop.,dia membersih lantai dengan mop,He cleaned the floor with a mop,same_form_different_meaning,OK
FF0259,negeri,Indonesian / Bahasa Indonesia,country/land/hometown,Ia kembali ke negeri asalnya.,ia kembali ke negeri asalnya,He returned to his home country/region.,Politics & Government,Malay / Bahasa Malaysia,state (federal division),Dia bekerja di negeri Selangor.,dia bekerja di negeri selangor,He works in the state of Selangor,same_form_different_meaning,OK
FF0260,nipis,Indonesian / Bahasa Indonesia,citron,Buah nipis digunakan dalam masakan tradisional.,buah nipis digunakan dalam masakan tradisional,Citron fruit is used in traditional cooking.,Agriculture & Environment,Malay / Bahasa Malaysia,thin,Kertas itu nipis dan mudah koyak.,kertas itu nipis dan mudah koyak,The paper is thin and tears easily,same_form_different_meaning,OK
FF0261,nipis ais,Indonesian / Bahasa Indonesia,citron-related ais,Buah nipis digunakan dalam ais.,buah nipis digunakan dalam ais,Citron is used in ais.,Agriculture & Environment,Malay / Bahasa Malaysia,thin ais,Potongan ais dibuat nipis supaya cepat kering.,potongan ais dibuat nipis supaya cepat kering,The ais slices were made thin to dry quickly,same_form_different_meaning,OK
FF0262,nipis cat,Indonesian / Bahasa Indonesia,citron-related cat,Buah nipis digunakan dalam cat.,buah nipis digunakan dalam cat,Citron is used in cat.,Agriculture & Environment,Malay / Bahasa Malaysia,thin cat,Potongan cat dibuat nipis supaya cepat kering.,potongan cat dibuat nipis supaya cepat kering,The cat slices were made thin to dry quickly,same_form_different_meaning,OK
FF0263,nipis filem,Indonesian / Bahasa Indonesia,citron-related filem,Buah nipis digunakan dalam filem.,buah nipis digunakan dalam filem,Citron is used in filem.,Agriculture & Environment,Malay / Bahasa Malaysia,thin filem,Potongan filem dibuat nipis supaya cepat kering.,potongan filem dibuat nipis supaya cepat kering,The filem slices were made thin to dry quickly,same_form_different_meaning,OK
FF0264,nipis irisan,Indonesian / Bahasa Indonesia,citron-related irisan,Buah nipis digunakan dalam irisan.,buah nipis digunakan dalam irisan,Citron is used in irisan.,Agriculture & Environment,Malay / Bahasa Malaysia,thin irisan,Potongan irisan dibuat nipis supaya cepat kering.,potongan irisan dibuat nipis supaya cepat kering,The irisan slices were made thin to dry quickly,same_form_different_meaning,OK
FF0265,nipis kain,Indonesian / Bahasa Indonesia,citron-related kain,Buah nipis digunakan dalam kain.,buah nipis digunakan dalam kain,Citron is used in kain.,Agriculture & Environment,Malay / Bahasa Malaysia,thin kain,Potongan kain dibuat nipis supaya cepat kering.,potongan kain dibuat nipis supaya cepat kering,The kain slices were made thin to dry quickly,same_form_different_meaning,OK
FF0266,nipis kertas,Indonesian / Bahasa Indonesia,citron-related kertas,Buah nipis digunakan dalam kertas.,buah nipis digunakan dalam kertas,Citron is used in kertas.,Agriculture & Environment,Malay / Bahasa Malaysia,thin kertas,Potongan kertas dibuat nipis supaya cepat kering.,potongan kertas dibuat nipis supaya cepat kering,The kertas slices were made thin to dry quickly,same_form_different_meaning,OK
FF0267,nipis lapisan,Indonesian / Bahasa Indonesia,citron-related lapisan,Buah nipis digunakan dalam lapisan.,buah nipis digunakan dalam lapisan,Citron is used in lapisan.,Agriculture & Environment,Malay / Bahasa Malaysia,thin lapisan,Potongan lapisan dibuat nipis supaya cepat kering.,potongan lapisan dibuat nipis supaya cepat kering,The lapisan slices were made thin to dry quickly,same_form_different_meaning,OK
FF0268,nipis logam,Indonesian / Bahasa Indonesia,citron-related logam,Buah nipis digunakan dalam logam.,buah nipis digunakan dalam logam,Citron is used in logam.,Agriculture & Environment,Malay / Bahasa Malaysia,thin logam,Potongan logam dibuat nipis supaya cepat kering.,potongan logam dibuat nipis supaya cepat kering,The logam slices were made thin to dry quickly,same_form_different_meaning,OK
FF0269,objektif,Indonesian / Bahasa Indonesia,objective (adj); objective lens,Lensa objektif mikroskop itu 40x.,lensa objektif mikroskop itu 40,The microscope objective lens is 40Ã—.,Education & Research,Malay / Bahasa Malaysia,objective (goal) (noun),Objektif projek ini ialah kurangkan emisi.,objektif projek ini ialah kurangkan emisi,The objective of this project is to reduce emissions,same_form_different_meaning,OK
FF0270,olahraga,Indonesian / Bahasa Indonesia,sport/exercise (general),Olahraga pagi baik untuk kesihatan.,olahraga pagi baik untuk kesihatan,Morning exercise is good for health.,Education & Research,Malay / Bahasa Malaysia,athletics (track and field),Dia mewakili sekolah dalam olahraga.,dia mewakili sekolah dalam olahraga,He represented the school in athletics,same_form_different_meaning,OK
FF0271,pacuan,Indonesian / Bahasa Indonesia,race/racetrack,Pacuan kuda diadakan hujung minggu.,pacuan kuda diadakan hujung minggu,The horse race is held this weekend.,Information Technology,Malay / Bahasa Malaysia,drive (computer storage),Pacuan keras (hard drive) itu rosak.,pacuan keras hard drive itu rosak,That hard drive is broken,same_form_different_meaning,OK
FF0272,pajak,Indonesian / Bahasa Indonesia,tax,Pajak kendaraan harus dibayar tiap tahun.,pajak kendaraan harus dibayar tiap tahun,Vehicle tax must be paid yearly.,Law & Public Administration,Malay / Bahasa Malaysia,to mortgage / to pawn,Dia memajak tanah itu kepada bank.,dia memajak tanah itu kepada bank,He mortgaged the land to the bank,same_form_different_meaning,OK
FF0273,pajak kenderaan,Indonesian / Bahasa Indonesia,vehicle tax,Pajak kenderaan dinaikkan tahun ini.,pajak kenderaan dinaikkan tahun ini,The vehicle tax was increased this year.,Law & Public Administration,Malay / Bahasa Malaysia,to mortgage/pawn vehicle,Dia memajak kenderaan itu untuk mendapatkan pinjaman.,dia memajak kenderaan itu untuk mendapatkan pinjaman,He pawned/mortgaged the vehicle to get a loan,same_form_different_meaning,OK
FF0274,pajak tanah,Indonesian / Bahasa Indonesia,land tax,Pajak tanah dinaikkan tahun ini.,pajak tanah dinaikkan tahun ini,The land tax was increased this year.,Law & Public Administration,Malay / Bahasa Malaysia,to mortgage/pawn land,Dia memajak tanah itu untuk mendapatkan pinjaman.,dia memajak tanah itu untuk mendapatkan pinjaman,He pawned/mortgaged the land to get a loan,same_form_different_meaning,OK
FF0275,paket,Indonesian / Bahasa Indonesia,package/parcel,Paket anda sudah dihantar.,paket anda sudah dihantar,Your parcel has been delivery.,General,Malay / Bahasa Malaysia,packet,Dia selalu mengambil 2 paket gula setiap hari.,dia selalu mengambil 2 paket gula setiap hari,He always take 2 packet of sugar everyday.,same_form_different_meaning,OK
FF0276,pangkat,Indonesian / Bahasa Indonesia,exponent/power (math),2 pangkat 3 bersamaan 8.,2 pangkat 3 bersamaan 8,2 to the power of 3 equals 8.,Law & Public Administration,Malay / Bahasa Malaysia,rank; floor/story,Dia dinaikkan pangkat oleh pasukan.,dia dinaikkan pangkat oleh pasukan,He was promoted in rank,same_form_different_meaning,OK
FF0277,pangkat tiga,Indonesian / Bahasa Indonesia,tiga exponent/power,Fungsi pangkat tiga digunakan dalam kiraan.,fungsi pangkat tiga digunakan dalam kiraan,The tiga exponent is used in calculations.,Science & Engineering,Malay / Bahasa Malaysia,tiga rank/level/floor,Dia naik pangkat tiga selepas penilaian.,dia naik pangkat tiga selepas penilaian,He was promoted to rank tiga after evaluation,same_form_different_meaning,OK
FF0278,pangkat tingkat,Indonesian / Bahasa Indonesia,tingkat exponent/power,Fungsi pangkat tingkat digunakan dalam kiraan.,fungsi pangkat tingkat digunakan dalam kiraan,The tingkat exponent is used in calculations.,Law & Public Administration,Malay / Bahasa Malaysia,tingkat rank/level/floor,Dia naik pangkat tingkat selepas penilaian.,dia naik pangkat tingkat selepas penilaian,He was promoted to rank tingkat after evaluation,same_form_different_meaning,OK
FF0279,pantas,Indonesian / Bahasa Indonesia,worthy/appropriate/fit,Dia pantas menaip.,dia pantas menaip,He types quickly.,Law & Public Administration,Malay / Bahasa Malaysia,quick/fast; skilled,Keputusan itu pantas di sisi undang-undang.,keputusan itu pantas di sisi undang-undang,The decision is appropriate under the law,same_form_different_meaning,OK
FF0280,pegawai,Indonesian / Bahasa Indonesia,employee (incl. civil servant),Pegawai negeri wajib lapor LHKPN.,pegawai negeri wajib lapor lhkpn,The civil servant must file an asset report.,Law & Public Administration,Malay / Bahasa Malaysia,officer/official,Pegawai penyiasat sudah tiba di lokasi.,pegawai penyiasat sudah tiba di lokasi,The investigating officer arrived,same_form_different_meaning,OK
FF0281,pegawai bomba,Indonesian / Bahasa Indonesia,bomba employee/civil servant,Pegawai bomba mengikuti pelatihan etika.,pegawai bomba mengikuti pelatihan etika,The bomba civil servant attended ethics training.,Law & Public Administration,Malay / Bahasa Malaysia,fire officer/official,Pegawai bomba menjalankan pemeriksaan di premis.,pegawai bomba menjalankan pemeriksaan di premis,The bomba officer conducted an inspection,same_form_different_meaning,OK
FF0282,pejabat,Indonesian / Bahasa Indonesia,official/office holder,Pejabat imigresen itu memeriksa paspor.,pejabat imigresen itu memeriksa paspor,The immigration official checked the passport.,Law & Public Administration,Malay / Bahasa Malaysia,office (place),Saya ke pejabat imigresen pagi ini.,saya ke pejabat imigresen pagi ini,I went to the immigration office this morning,same_form_different_meaning,OK
FF0283,pekan,Indonesian / Bahasa Indonesia,week,Kakak pulangnya pekan depan.,kakak pulangnya pekan depan,My brother is coming home next week.,General,Malay / Bahasa Malaysia,small town,Saya mahu ke pekan.,saya mahu ke pekan,I want to go to town.,same_form_different_meaning,OK
FF0284,pelan,Indonesian / Bahasa Indonesia,slow,Prosesnya pelan kerana kekurangan staf.,prosesnya pelan kerana kekurangan staf,The process is slow due to staff shortages.,Property & Infrastructure,Malay / Bahasa Malaysia,plan,Pelan pembangunan bandar itu diluluskan.,pelan pembangunan bandar itu diluluskan,The city development plan was approved,same_form_different_meaning,OK
FF0285,pelatih,Indonesian / Bahasa Indonesia,trainer/coach,Pelatih tim nasional memimpin latihan.,pelatih tim nasional memimpin latihan,The national team coach led training.,Education & Research,Malay / Bahasa Malaysia,trainee,Pelatih baharu menjalani orientasi.,pelatih baharu menjalani orientasi,The new trainee is undergoing orientation,same_form_different_meaning,OK
FF0286,pemadam,Indonesian / Bahasa Indonesia,fire extinguisher,Pemadam api dipasang di koridor.,pemadam api dipasang di koridor,A fire extinguisher is installed in the corridor.,Property & Infrastructure,Malay / Bahasa Malaysia,eraser,Pemadam papan putih disediakan di bilik mesyuarat.,pemadam papan putih disediakan di bilik mesyuarat,A whiteboard eraser is provided in the meeting room,same_form_different_meaning,OK
FF0287,pemerintah,Indonesian / Bahasa Indonesia,government (institution),Pemerintah itu memerintah dengan dekret.,pemerintah itu memerintah dengan dekret,The ruler governed by decree.,Law & Public Administration,Malay / Bahasa Malaysia,ruler (person who rules),Pemerintah mengeluarkan peraturan baru.,pemerintah mengeluarkan peraturan baru,The government issued a new regulation,same_form_different_meaning,OK
FF0288,pemerintahan,Indonesian / Bahasa Indonesia,government (ruling power),Pemerintahan mengeluarkan arahan operasi.,pemerintahan mengeluarkan arahan operasi,The command issued an operational order.,Law & Public Administration,Malay / Bahasa Malaysia,military command (troops body),Pertukaran pemerintahan berlaku selepas pilihan raya.,pertukaran pemerintahan berlaku selepas pilihan raya,The administration changed after the election,same_form_different_meaning,OK
FF0289,pemerolehan,Indonesian / Bahasa Indonesia,acquisition,Proses pemerolehan kerajaan ikut tender terbuka.,proses pemerolehan kerajaan ikut tender terbuka,Government procurement follows open tender.,Law & Public Administration,Malay / Bahasa Malaysia,procurement,Pemerolehan aset dicatat dalam laporan.,pemerolehan aset dicatat dalam laporan,Asset acquisition is recorded,same_form_different_meaning,OK
FF0290,penagihan,Indonesian / Bahasa Indonesia,debt collection,Penagihan pajak dilakukan sesuai prosedur.,penagihan pajak dilakukan sesuai prosedur,Tax collection is done per procedure.,Law & Public Administration,Malay / Bahasa Malaysia,addiction,Agensi penagihan hutang menghubungi saya.,agensi penagihan hutang menghubungi saya,A debt-collection agency contacted me,same_form_different_meaning,OK
FF0291,penetapan,Indonesian / Bahasa Indonesia,assignment/stipulation/ruling,Penetapan kuota dilakukan lewat keputusan menteri.,penetapan kuota dilakukan lewat keputusan menteri,The quota was set by ministerial decision.,Law & Public Administration,Malay / Bahasa Malaysia,determination/definition,Mahkamah buat penetapan tarikh bicara.,mahkamah buat penetapan tarikh bicara,The court set a hearing date,same_form_different_meaning,OK
FF0292,pengacara,Indonesian / Bahasa Indonesia,lawyer,Pengacara mengajukan keberatan di sidang.,pengacara mengajukan keberatan di sidang,The lawyer raised an objection in court.,Law & Public Administration,Malay / Bahasa Malaysia,master of ceremonies (MC),Pengacara majlis membuka acara rasmi.,pengacara majlis membuka acara rasmi,The MC opened the official ceremony,same_form_different_meaning,OK
FF0293,pengajian,Indonesian / Bahasa Indonesia,religious gathering,Jemput hadir ke pengajian.,jemput hadir ke pengajian,Please attend the religious gathering.,Education & Research,Malay / Bahasa Malaysia,studies,Beliau menyambung pengajiannya.,beliau menyambung pengajiannya,He continues his studies.,same_form_different_meaning,OK
FF0294,penganggaran,Indonesian / Bahasa Indonesia,budgeting,Penganggaran biaya proyek disetujui.,penganggaran biaya proyek disetujui,The cost estimate was approved.,Law & Public Administration,Malay / Bahasa Malaysia,approximation (math),Penganggaran tahunan dibentang dalam Parlimen.,penganggaran tahunan dibentang dalam parlimen,The annual budgeting was tabled in Parliament,same_form_different_meaning,OK
FF0295,penganjur,Indonesian / Bahasa Indonesia,promoter,Penganjur kampanye didaftarkan ke KPU.,penganjur kampanye didaftarkan ke kpu,The campaign promoter was registered with the election commission.,Law & Public Administration,Malay / Bahasa Malaysia,organizer,Penganjur perhimpunan wajib mohon permit.,penganjur perhimpunan wajib mohon permit,The rally organizer must apply for a permit,same_form_different_meaning,OK
FF0296,pengasingan,Indonesian / Bahasa Indonesia,exile,Pengasingan kuasa mencegah penyalahgunaan.,pengasingan kuasa mencegah penyalahgunaan,Separation of powers prevents abuse.,Law & Public Administration,Malay / Bahasa Malaysia,segregation/alienation,Mahkamah memerintahkan pengasingan banduan.,mahkamah memerintahkan pengasingan banduan,The court ordered exile,same_form_different_meaning,OK
FF0297,pengeluaran,Indonesian / Bahasa Indonesia,expense,Pengeluaran belanja dicatat rapi.,pengeluaran belanja dicatat rapi,Expenditure is recorded carefully.,Law & Public Administration,Malay / Bahasa Malaysia,production/output,Pengeluaran dokumen itu dikenakan fi.,pengeluaran dokumen itu dikenakan fi,Issuing the document incurs a fee,same_form_different_meaning,OK
FF0298,pengenalan,Indonesian / Bahasa Indonesia,introduction (more common),Pengenalan program reformasi disampaikan hari ini.,pengenalan program reformasi disampaikan hari ini,The reform program was introduced today.,Law & Public Administration,Malay / Bahasa Malaysia,identification (more common),Kad pengenalan perlu dibawa.,kad pengenalan perlu dibawa,An ID card must be carried,same_form_different_meaning,OK
FF0299,penghapus,Indonesian / Bahasa Indonesia,eraser,Penghapus pensil itu hilang.,penghapus pensil itu hilang,The pencil eraser is missing.,Agriculture & Environment,Malay / Bahasa Malaysia,exterminator; abolisher,Penghapus serangga digunakan di ladang.,penghapus serangga digunakan di ladang,An insect exterminator is used on the farm,same_form_different_meaning,OK
FF0300,pengikatan,Indonesian / Bahasa Indonesia,binding (chem/programming),Pengikatan data dilakukan dalam sistem.,pengikatan data dilakukan dalam sistem,Data binding is done in the system.,Law & Public Administration,Malay / Bahasa Malaysia,attachment/settlement,Pengikatan kontrak perlu dimuktamadkan.,pengikatan kontrak perlu dimuktamadkan,The contract attachment must be finalized,same_form_different_meaning,OK
FF0301,pengucapan,Indonesian / Bahasa Indonesia,pronunciation,Pengucapan istilah itu sering salah.,pengucapan istilah itu sering salah,That termâ€™s pronunciation is often wrong.,Law & Public Administration,Malay / Bahasa Malaysia,recitation/declamation,Pengucapan ikrar berlaku di dewan.,pengucapan ikrar berlaku di dewan,The oath recitation took place in the hall,same_form_different_meaning,OK
FF0302,penjagaan,Indonesian / Bahasa Indonesia,conservation,Penjagaan hutan lindung dilakukan ketat.,penjagaan hutan lindung dilakukan ketat,Conservation of the protected forest is strict.,Law & Public Administration,Malay / Bahasa Malaysia,surveillance/supervision,Penjagaan keselamatan dipertingkat.,penjagaan keselamatan dipertingkat,Security supervision was tightened,same_form_different_meaning,OK
FF0303,penolong,Indonesian / Bahasa Indonesia,rescuer,Penolong datang mengevakuasi korban.,penolong datang mengevakuasi korban,The rescuer came to evacuate victims.,Law & Public Administration,Malay / Bahasa Malaysia,assistant/aide,Penolong pegawai daerah mengatur jadual.,penolong pegawai daerah mengatur jadual,The district officerâ€™s aide arranged the schedule,same_form_different_meaning,OK
FF0304,penyelidikan,Indonesian / Bahasa Indonesia,investigation,Penyelidikan ini diterbitkan sebagai jurnal.,penyelidikan ini diterbitkan sebagai jurnal,This research was published as a journal.,Law & Public Administration,Malay / Bahasa Malaysia,research,Polis jalankan penyelidikan kes rasuah.,polis jalankan penyelidikan kes rasuah,Police conducted an investigation into the bribery case,same_form_different_meaning,OK
FF0305,penyulitan,Indonesian / Bahasa Indonesia,complicating,Penyulitan proses membuat layanan lambat.,penyulitan proses membuat layanan lambat,Overcomplicating the process made the service slow.,Law & Public Administration,Malay / Bahasa Malaysia,encryption,Penyulitan data wajib untuk sistem kerajaan.,penyulitan data wajib untuk sistem kerajaan,Data encryption is required for government systems,same_form_different_meaning,OK
FF0306,perbarui,Indonesian / Bahasa Indonesia,to update/modernize,Kami perbarui data pemohon hari ini.,kami perbarui data pemohon hari ini,We updated the applicant data today.,Law & Public Administration,Malay / Bahasa Malaysia,to renew/reform,Kerajaan mahu perbarui sistem lesen.,kerajaan mahu perbarui sistem lesen,The government wants to reform the licensing system,same_form_different_meaning,OK
FF0307,percuma,Indonesian / Bahasa Indonesia,Useless / In vain,Percuma kamu ke sana.,percuma kamu ke sana,It's useless for you to go there.,General,Malay / Bahasa Malaysia,Free of charge,Makan malam ini percuma.,makan malam ini percuma,This dinner is free.,same_form_different_meaning,OK
FF0308,perhubungan,Indonesian / Bahasa Indonesia,transportation (prevailing in ID),Perhubungan diplomatik dipulihkan.,perhubungan diplomatik dipulihkan,Diplomatic relations were restored.,Law & Public Administration,Malay / Bahasa Malaysia,connection/relations; transport/communication,Kementerian Perhubungan mengurus pengangkutan.,kementerian perhubungan mengurus pengangkutan,The Ministry of Transportation manages transport,same_form_different_meaning,OK
FF0309,perkara,Indonesian / Bahasa Indonesia,concern/problem,"Itu perkara kecil, jangan dibesar-besarkan.",itu perkara kecil jangan dibesar-besarkan,"Thatâ€™s a minor issue, donâ€™t make it big.",Law & Public Administration,Malay / Bahasa Malaysia,case/lawsuit,Perkara itu akan dibawa ke mahkamah.,perkara itu akan dibawa ke mahkamah,The case will be brought to court,same_form_different_meaning,OK
FF0310,perlembagaan,Indonesian / Bahasa Indonesia,institutionalization,Perlembagaan lembaga itu selesai tahun ini.,perlembagaan lembaga itu selesai tahun ini,The institutionalization of the agency was completed this year.,Law & Public Administration,Malay / Bahasa Malaysia,constitution,Perlembagaan Persekutuan menjamin hak asasi.,perlembagaan persekutuan menjamin hak asasi,The Federal Constitution guarantees fundamental rights,same_form_different_meaning,OK
FF0311,perniagaan,Indonesian / Bahasa Indonesia,trade,Perniagaan antarnegara meningkat.,perniagaan antarnegara meningkat,International trade increased.,Law & Public Administration,Malay / Bahasa Malaysia,business,Lesen perniagaan perlu diperbaharui.,lesen perniagaan perlu diperbaharui,The business license must be renewed,same_form_different_meaning,OK
FF0312,persekutuan,Indonesian / Bahasa Indonesia,alliance/joint venture/partnership,Persekutuan organisasi itu dibentuk.,persekutuan organisasi itu dibentuk,The alliance of organizations was formed.,Law & Public Administration,Malay / Bahasa Malaysia,federation/union,Kerajaan Persekutuan mengumumkan bajet.,kerajaan persekutuan mengumumkan bajet,The federal government announced the budget,same_form_different_meaning,OK
FF0313,perunding,Indonesian / Bahasa Indonesia,negotiator,Perunding itu memimpin rundingan damai.,perunding itu memimpin rundingan damai,The negotiator led the peace talks.,Law & Public Administration,Malay / Bahasa Malaysia,consultant,Perunding undang-undang dilantik untuk audit.,perunding undang-undang dilantik untuk audit,A legal consultant was appointed for the audit,same_form_different_meaning,OK
FF0314,perwalian,Indonesian / Bahasa Indonesia,trusteeship,Dana dikelola dalam perwalian.,dana dikelola dalam perwalian,The fund is managed under trusteeship.,Law & Public Administration,Malay / Bahasa Malaysia,guardianship,Mahkamah tetapkan perwalian kanak-kanak.,mahkamah tetapkan perwalian kanak-kanak,The court set child guardianship,same_form_different_meaning,OK
FF0315,piawai,Indonesian / Bahasa Indonesia,skillful/competent,Teknisi itu sangat piawai.,teknisi itu sangat piawai,The technician is very skillful.,Science & Engineering,Malay / Bahasa Malaysia,standard/specification,Kaedah piawai digunakan untuk ujian.,kaedah piawai digunakan untuk ujian,A standard method is used for the test,same_form_different_meaning,OK
FF0316,pijat,Indonesian / Bahasa Indonesia,massage,Saya mahu dipijat.,saya mahu dipijat,I want a massage.,General,Malay / Bahasa Malaysia,bed bug,Banyak pepijat di katil ini.,banyak pepijat di katil ini,There are a lot of bed bugs on this bed.,same_form_different_meaning,OK
FF0494,piring,Indonesian / Bahasa Indonesia,plate,Ibu menyusun piring di atas meja makan.,ibu menyusun piring di atas meja makan, Mother arranged the plates on the dining table.,General,Malay / Bahasa Malaysia,saucer,Sila letakkan cawan teh itu di atas piring.,sila letakkan cawan teh itu di atas piring,Please place the teacup on the saucer.,same_form_different_meaning,OK
FF0496,piring hitam,Indonesian / Bahasa Indonesia,black plate,Piring hitam kotor kerana jatuh didalam lumpur.,piring hitam kotor kerana jatuh didalam lumpur,The black plate was dirty because it fell in the mud.,General,Malay / Bahasa Malaysia,vinyl record / phonograph record,Ayah saya masih menyimpan koleksi piring hitam lagu-lagu P. Ramlee.,ayah saya masih menyimpan koleksi piring hitam lagu-lagu P. Ramlee,My father still keeps a collection of P. Ramlee vinyl records.,same_form_different_meaning,OK
FF0495,piring terbang,Indonesian / Bahasa Indonesia,flying plate,Tamu undangan terkesan dengan pelayanan piring terbang.,tamu undangan terkesan dengan pelayanan piring terbang,Guests were impressed by the 'flying plates' service.,General,Malay / Bahasa Malaysia,Unidentified Flying Object (UFO),Ramai orang mendakwa telah melihat UFO terbang semalam.,ramai orang mendakwa telah melihat UFO terbang semalam,Many people claim to have seen a UFO flying yesterday.,same_form_different_meaning,OK
